,응시기간,시험명,학년, 응시일자,전체,국어,영어,수학,과학,사회,역사
1404,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-03 00:00:00,58,0,58.0,0.0,,0.0,0.0
1405,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-04 00:00:00,174,25,47.0,41.0,,61.0,
1406,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-04 00:00:00,388,75,86.0,88.0,53.0,38.0,48.0
1407,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-04 00:00:00,261,93,40.0,60.0,,45.0,23.0
1408,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-04 00:00:00,108,50,58.0,0.0,0.0,0.0,0.0
1409,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-04 00:00:00,9,0,0.0,9.0,,0.0,
1410,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-05 00:00:00,88,43,22.0,0.0,,23.0,
1411,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-05 00:00:00,252,63,63.0,63.0,,63.0,
1412,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-05 00:00:00,252,63,63.0,63.0,,63.0,
1413,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-05 00:00:00,272,68,79.0,42.0,,45.0,38.0
1414,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-05 00:00:00,29,29,0.0,0.0,,0.0,0.0
1415,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-05 00:00:00,94,11,36.0,32.0,,15.0,
1416,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-06 00:00:00,69,29,40.0,0.0,0.0,0.0,
1417,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-06 00:00:00,237,93,18.0,66.0,15.0,30.0,15.0
1418,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-06 00:00:00,301,86,61.0,32.0,,61.0,61.0
1419,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-06 00:00:00,252,63,63.0,63.0,,63.0,
1420,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-06 00:00:00,166,61,18.0,18.0,23.0,46.0,0.0
1421,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-06 00:00:00,288,72,93.0,77.0,,46.0,
1422,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-06 00:00:00,252,63,63.0,63.0,,63.0,
1423,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-06 00:00:00,172,93,79.0,0.0,,0.0,0.0
1424,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-06 00:00:00,322,75,61.0,77.0,,71.0,38.0
1425,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-06 00:00:00,350,93,65.0,34.0,,79.0,79.0
1426,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-06 00:00:00,68,68,0.0,0.0,0.0,0.0,0.0
1427,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-07 00:00:00,162,22,47.0,9.0,,23.0,61.0
1428,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-07 00:00:00,68,68,0.0,0.0,,0.0,
1429,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-07 00:00:00,248,11,54.0,41.0,45.0,30.0,67.0
1430,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-07 00:00:00,115,79,36.0,0.0,,0.0,0.0
1431,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-07 00:00:00,252,63,63.0,63.0,,63.0,
1432,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-07 00:00:00,251,22,11.0,65.0,,71.0,82.0
1433,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-07 00:00:00,252,63,63.0,63.0,,63.0,
1434,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-07 00:00:00,269,93,18.0,60.0,,53.0,45.0
1435,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-07 00:00:00,252,63,63.0,63.0,,63.0,
1436,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-07 00:00:00,22,22,0.0,0.0,0.0,0.0,0.0
1437,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-07 00:00:00,153,36,22.0,9.0,0.0,63.0,23.0
1438,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-07 00:00:00,234,43,22.0,18.0,46.0,67.0,38.0
1439,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-08 00:00:00,252,63,63.0,63.0,,63.0,
1440,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-08 00:00:00,354,75,18.0,29.0,90.0,71.0,71.0
1441,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-09 00:00:00,252,63,63.0,63.0,,63.0,
1442,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-09 00:00:00,252,63,63.0,63.0,,63.0,
1443,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-11 00:00:00,252,63,63.0,63.0,,63.0,
1444,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-11 00:00:00,252,63,63.0,63.0,,63.0,
1445,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-11 00:00:00,235,61,58.0,60.0,,56.0,
1446,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-11 00:00:00,141,50,36.0,32.0,,23.0,
1447,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-12 00:00:00,242,22,61.0,55.0,,48.0,56.0
1448,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-12 00:00:00,202,72,47.0,23.0,,45.0,15.0
1449,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-12 00:00:00,122,86,36.0,0.0,,0.0,0.0
1450,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-13 00:00:00,211,25,36.0,51.0,30.0,23.0,46.0
1451,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-13 00:00:00,208,22,51.0,36.0,38.0,38.0,23.0
1452,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-13 00:00:00,252,63,63.0,63.0,,63.0,
1453,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-13 00:00:00,252,63,63.0,63.0,,63.0,
1454,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-13 00:00:00,90,43,47.0,0.0,0.0,0.0,0.0
1455,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-13 00:00:00,180,36,22.0,23.0,,53.0,46.0
1456,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-14 00:00:00,122,75,47.0,0.0,,0.0,0.0
1457,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-14 00:00:00,79,79,0.0,0.0,,0.0,0.0
1458,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-14 00:00:00,235,79,72.0,46.0,,38.0,0.0
1459,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-14 00:00:00,182,43,18.0,23.0,15.0,30.0,53.0
1460,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-14 00:00:00,252,63,63.0,63.0,,63.0,
1461,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-15 00:00:00,94,54,40.0,0.0,,0.0,0.0
1462,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-15 00:00:00,165,79,86.0,0.0,,0.0,
1463,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-16 00:00:00,420,75,100.0,88.0,,90.0,67.0
1464,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-17 00:00:00,69,18,33.0,18.0,,0.0,
1465,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-17 00:00:00,378,93,58.0,51.0,67.0,61.0,48.0
1466,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-18 00:00:00,252,63,63.0,63.0,,63.0,
1467,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-19 00:00:00,252,63,63.0,63.0,,63.0,
1468,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-19 00:00:00,252,63,63.0,63.0,,63.0,
1469,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-19 00:00:00,388,75,61.0,94.0,45.0,67.0,46.0
1470,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-19 00:00:00,141,36,29.0,0.0,15.0,38.0,23.0
1471,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-19 00:00:00,47,47,0.0,0.0,,0.0,0.0
1472,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-19 00:00:00,275,86,29.0,41.0,48.0,38.0,33.0
1473,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-19 00:00:00,258,50,100.0,55.0,,53.0,0.0
1474,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-20 00:00:00,252,63,63.0,63.0,,63.0,
1475,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-20 00:00:00,253,68,43.0,94.0,,48.0,
1476,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-20 00:00:00,298,75,93.0,82.0,,48.0,
1477,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-21 00:00:00,223,68,79.0,46.0,,30.0,
1478,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-21 00:00:00,147,0,65.0,37.0,,45.0,
1479,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-21 00:00:00,217,86,36.0,27.0,23.0,15.0,30.0
1480,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-21 00:00:00,252,63,63.0,63.0,,63.0,
1481,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-21 00:00:00,54,54,0.0,0.0,0.0,0.0,0.0
1482,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-21 00:00:00,148,40,29.0,41.0,,38.0,
1483,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-21 00:00:00,188,68,58.0,62.0,,0.0,
1484,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-21 00:00:00,190,79,54.0,34.0,,23.0,
1485,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-22 00:00:00,223,100,29.0,41.0,38.0,15.0,0.0
1486,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-22 00:00:00,252,63,63.0,63.0,,63.0,
1487,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-22 00:00:00,93,93,0.0,0.0,,0.0,
1488,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-22 00:00:00,252,63,63.0,63.0,,63.0,
1489,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-22 00:00:00,257,58,61.0,100.0,,38.0,
1490,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-22 00:00:00,181,61,29.0,61.0,,30.0,
1491,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-23 00:00:00,385,86,93.0,18.0,56.0,61.0,71.0
1492,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-23 00:00:00,252,63,63.0,63.0,,63.0,
1493,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-23 00:00:00,288,68,47.0,60.0,53.0,30.0,30.0
1494,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-24 00:00:00,11,11,0.0,0.0,0.0,0.0,0.0
1495,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-24 00:00:00,246,36,68.0,36.0,30.0,30.0,46.0
1496,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-25 00:00:00,324,93,47.0,60.0,,63.0,61.0
1497,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-25 00:00:00,237,61,65.0,18.0,30.0,48.0,15.0
1498,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-25 00:00:00,47,11,36.0,0.0,,0.0,
1499,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-25 00:00:00,101,18,29.0,9.0,15.0,15.0,15.0
1500,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-25 00:00:00,284,75,47.0,23.0,71.0,30.0,38.0
1501,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-25 00:00:00,396,93,100.0,94.0,,56.0,53.0
1502,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-25 00:00:00,252,63,63.0,63.0,,63.0,
1503,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-25 00:00:00,109,11,0.0,37.0,0.0,38.0,23.0
1504,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-26 00:00:00,217,68,65.0,46.0,,38.0,
1505,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-26 00:00:00,252,63,63.0,63.0,,63.0,
1506,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-26 00:00:00,75,75,0.0,0.0,,0.0,0.0
1507,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-27 00:00:00,252,63,63.0,63.0,,63.0,
1508,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-27 00:00:00,252,63,63.0,63.0,,63.0,
1509,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-27 00:00:00,304,68,47.0,82.0,,61.0,46.0
1510,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-27 00:00:00,122,75,47.0,,,,
1511,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-27 00:00:00,278,68,11.0,0.0,67.0,61.0,71.0
1512,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-27 00:00:00,140,75,65.0,0.0,,0.0,0.0
1513,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-27 00:00:00,167,25,29.0,27.0,,15.0,71.0
1514,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-27 00:00:00,267,75,100.0,77.0,,15.0,
1515,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-27 00:00:00,239,61,86.0,54.0,,38.0,
1516,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,252,63,63.0,63.0,0.0,63.0,
1517,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,252,63,63.0,63.0,,63.0,
1518,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,306,86,72.0,57.0,,30.0,61.0
1519,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,115,93,22.0,0.0,0.0,0.0,0.0
1520,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,252,63,63.0,63.0,,63.0,
1521,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,229,100,18.0,50.0,,61.0,
1522,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,293,75,65.0,82.0,,71.0,
1523,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,252,63,63.0,63.0,,63.0,
1524,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,101,72,29.0,0.0,,0.0,0.0
1525,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,362,93,93.0,74.0,,46.0,56.0
1526,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,307,75,93.0,68.0,,71.0,
1527,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,65,0,50.0,0.0,15.0,0.0,0.0
1528,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,467,100,65.0,43.0,90.0,69.0,100.0
1529,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,295,61,11.0,28.0,71.0,45.0,79.0
1530,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,94,47,29.0,18.0,,0.0,
1531,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,274,25,61.0,88.0,,100.0,
1532,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,252,63,63.0,63.0,,63.0,
1533,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,342,75,100.0,88.0,,79.0,0.0
1534,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,23,0,0.0,0.0,23.0,0.0,0.0
1535,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,252,63,63.0,63.0,,63.0,
1536,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,378,93,86.0,77.0,,61.0,61.0
1537,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,45,0,0.0,0.0,15.0,15.0,15.0
1538,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,369,40,86.0,82.0,,100.0,61.0
1539,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,75,75,,,,,
1540,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,335,93,93.0,70.0,,79.0,
1541,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,202,75,40.0,41.0,,46.0,
1542,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,142,93,11.0,0.0,23.0,15.0,0.0
1543,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,252,63,63.0,63.0,,63.0,
1544,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,110,36,65.0,9.0,,0.0,
1545,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,257,0,86.0,0.0,71.0,0.0,100.0
1546,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,267,54,72.0,62.0,,79.0,
1547,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,76,40,36.0,0.0,,0.0,
1548,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,11,11,0.0,0.0,0.0,0.0,0.0
1549,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,336,93,100.0,76.0,,67.0,
1550,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,97,25,40.0,32.0,,0.0,
1551,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,122,75,47.0,0.0,,0.0,
1552,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-28 00:00:00,54,54,0.0,0.0,0.0,0.0,0.0
1553,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,272,61,100.0,88.0,,23.0,
1554,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,203,65,54.0,23.0,,61.0,
1555,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,76,61,0.0,0.0,,15.0,
1556,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,116,68,0.0,0.0,,48.0,
1557,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,102,11,47.0,14.0,,30.0,
1558,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,200,100,100.0,0.0,,0.0,
1559,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,496,93,93.0,88.0,53.0,90.0,79.0
1560,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,399,100,61.0,51.0,53.0,67.0,67.0
1561,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,218,86,61.0,56.0,,15.0,
1562,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,394,100,100.0,94.0,,100.0,
1563,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,168,75,93.0,0.0,,0.0,0.0
1564,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,321,75,72.0,65.0,,53.0,56.0
1565,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,154,75,79.0,0.0,,0.0,0.0
1566,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,167,18,22.0,66.0,,61.0,
1567,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,195,65,100.0,0.0,0.0,30.0,0.0
1568,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,68,68,0.0,0.0,,0.0,
1569,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,119,54,65.0,0.0,,0.0,0.0
1570,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,252,63,63.0,63.0,,63.0,
1571,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,22,22,0.0,0.0,,0.0,
1572,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,252,63,63.0,63.0,,63.0,
1573,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,87,29,11.0,32.0,,15.0,
1574,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,170,36,58.0,23.0,,53.0,
1575,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,482,86,63.0,63.0,90.0,90.0,90.0
1576,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,212,65,100.0,32.0,,15.0,
1577,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,252,63,63.0,63.0,,63.0,
1578,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,347,75,93.0,100.0,,79.0,
1579,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,29,29,0.0,0.0,,0.0,
1580,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,175,75,100.0,0.0,,0.0,
1581,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,222,93,40.0,36.0,,53.0,
1582,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,198,75,40.0,0.0,53.0,30.0,
1583,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,252,63,63.0,63.0,,63.0,
1584,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,271,75,72.0,55.0,,69.0,
1585,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,36,36,0.0,0.0,,0.0,
1586,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,252,63,63.0,63.0,,63.0,
1587,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,68,68,0.0,0.0,,0.0,
1588,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,185,50,29.0,23.0,23.0,45.0,15.0
1589,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,11,11,0.0,0.0,,0.0,
1590,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,168,68,0.0,62.0,,38.0,0.0
1591,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,308,93,72.0,0.0,,61.0,82.0
1592,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,252,63,63.0,63.0,,63.0,
1593,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,312,75,54.0,51.0,,71.0,61.0
1594,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,138,68,33.0,37.0,,0.0,0.0
1595,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-29 00:00:00,217,29,72.0,60.0,,23.0,33.0
1596,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-30 00:00:00,101,22,79.0,0.0,0.0,0.0,0.0
1597,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-30 00:00:00,312,61,65.0,32.0,45.0,53.0,56.0
1598,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-30 00:00:00,140,93,47.0,0.0,,0.0,
1599,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-30 00:00:00,299,36,75.0,71.0,,38.0,79.0
1600,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-30 00:00:00,280,61,54.0,46.0,,71.0,48.0
1601,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-30 00:00:00,407,75,79.0,77.0,53.0,56.0,67.0
1602,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-30 00:00:00,203,36,25.0,41.0,71.0,15.0,15.0
1603,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-30 00:00:00,199,61,22.0,48.0,45.0,23.0,0.0
1604,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-30 00:00:00,209,79,51.0,41.0,,38.0,
1605,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-30 00:00:00,203,61,47.0,32.0,63.0,0.0,
1606,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-31 00:00:00,11,11,0.0,0.0,0.0,0.0,0.0
1607,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-31 00:00:00,36,18,18.0,0.0,0.0,0.0,0.0
1608,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-31 00:00:00,29,29,0.0,0.0,0.0,0.0,0.0
1609,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-31 00:00:00,167,50,47.0,32.0,,38.0,
1610,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-31 00:00:00,262,68,86.0,37.0,,38.0,33.0
1611,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-31 00:00:00,86,86,0.0,0.0,0.0,0.0,0.0
1612,2021. 12 ~2022. 12,AI진단평가,중2,2022-07-31 00:00:00,168,40,58.0,14.0,,0.0,56.0
1613,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-01 00:00:00,307,93,72.0,28.0,61.0,23.0,30.0
1614,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-01 00:00:00,351,100,43.0,76.0,,53.0,79.0
1615,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-01 00:00:00,137,65,72.0,0.0,0.0,0.0,
1616,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-01 00:00:00,316,72,58.0,46.0,,79.0,61.0
1617,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-01 00:00:00,313,61,86.0,34.0,,71.0,61.0
1618,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-01 00:00:00,40,40,0.0,0.0,,0.0,0.0
1619,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-01 00:00:00,359,79,93.0,88.0,,61.0,38.0
1620,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-01 00:00:00,448,86,93.0,100.0,,90.0,79.0
1621,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-01 00:00:00,276,65,72.0,55.0,,23.0,61.0
1622,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-01 00:00:00,392,100,100.0,68.0,,45.0,79.0
1623,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-01 00:00:00,264,58,65.0,50.0,,38.0,53.0
1624,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-01 00:00:00,290,72,93.0,72.0,,38.0,15.0
1625,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-01 00:00:00,396,43,100.0,100.0,,53.0,100.0
1626,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-01 00:00:00,377,79,93.0,88.0,,56.0,61.0
1627,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-01 00:00:00,240,68,18.0,32.0,,53.0,69.0
1628,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-01 00:00:00,115,86,29.0,,,,
1629,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-01 00:00:00,202,65,36.0,0.0,,45.0,56.0
1630,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-01 00:00:00,244,47,79.0,32.0,,38.0,48.0
1631,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-01 00:00:00,123,36,11.0,23.0,,15.0,38.0
1632,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-01 00:00:00,364,79,86.0,100.0,,61.0,38.0
1633,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-01 00:00:00,132,36,29.0,14.0,,30.0,23.0
1634,2021. 12 ~2022. 12,AI진단평가,중2,2022-08-01 00:00:00,308,86,93.0,68.0,,61.0,0.0
